ID,行政區,公園名稱,無障礙出入口名稱,TW97座標X,TW97座標Y,人行道寬度,坡度
1,萬華區,青年公園,1號出入口,301105.53,2768259.85,1.8,8
2,萬華區,青年公園,2號出入口,301159.52,2768691.35,19.6,3
3,萬華區,青年公園,3號出入口,300742.59,2768400.4,15.2,0
4,萬華區,青年公園,4號出入口,300816.7,2768152.96,12.5,3
5,萬華區,和平青草園,1號出入口,300167.62,2769519.08,2.2,5
6,萬華區,和平青草園,2號出入口,300164.55,2769432.8,1.8,7
7,萬華區,艋舺公園,1號出入口,300398.4,2769794.08,11.2,6
8,萬華區,艋舺公園,2號出入口,300401.56,2769925.99,9,2
9,萬華區,日善公園,1號出入口,300101.61,2768763.82,3.45,6
10,萬華區,日善公園,2號出入口,300081.84,2768802.52,2.94,8
11,萬華區,日善公園,3號出入口,300130.75,2768825.85,2.3,7
12,萬華區,壽德公園,1號出入口,300569.83,2768595.7,2.1,8
13,萬華區,桂林公園,1號出入口,300139,2770198.92,11.6,4
14,萬華區,華西公園,1號出入口,300305.75,2770144.9,4.3,3
15,萬華區,華西公園,2號出入口,300360.16,2770143.35,2.2,5
16,萬華區,青山公園,1號出入口,300295.58,2770249.2,1.8,7
17,萬華區,西園公園,1號出入口,300232.24,2768864.28,2,6
18,萬華區,西園公園,2號出入口,300272.38,2768833.33,1.6,1
19,萬華區,西園公園,3號出入口,300271.62,2768818.12,1.6,7
20,萬華區,長沙公園,1號出入口,300465.34,2770502.06,3.2,3
21,萬華區,長沙公園,2號出入口,300464.76,2770476.22,1.9,6
22,萬華區,長沙公園,3號出入口,300446.34,2770479.38,2,1
23,萬華區,福星公園,1號出入口,301033.4,2770969.93,0.9,5
24,萬華區,福星公園,2號出入口,301043.54,2771009.53,3.2,2
25,萬華區,福星公園,3號出入口,301061.18,2770963.52,3.3,4
26,萬華區,寺前公園,1號出入口,300387.6,2769587.43,1.5,1
27,萬華區,老松公園,1號出入口,300735.2,2770118.52,2,1
28,萬華區,老松公園,2號出入口,300757.36,2770162.75,2,4
29,萬華區,老松公園,3號出入口,300728.55,2770119.83,2.6,6
30,萬華區,柳鄉公園,1號出入口,299999.79,2769978.43,2.2,7
31,萬華區,華江一號公園,1號出入口,299787.6,2769835.97,1.8,4
32,萬華區,華江二號公園,1號出入口,299854.45,2769838.37,1.4,6
33,萬華區,華江二號公園,2號出入口,299859.04,2769840.67,1.9,4
34,萬華區,大理公園,1號出入口,299816.65,2769662.95,3,0
35,萬華區,大理公園,2號出入口,299793.66,2769653.83,1.5,1
36,萬華區,糖?公園,1號出入口,299910.8,2769704,3.6,7
37,萬華區,糖?公園,2號出入口,299915.64,2769675.62,1.6,3
38,萬華區,聚德公園,1號出入口,299906.64,2769729.16,13,6
39,萬華區,聚德公園,2號出入口,299926.64,2769738.11,2.7,1
40,萬華區,糖?文化園區公園,1號出入口,299937.88,2769619.38,3.9,8
41,萬華區,糖?文化園區公園,2號出入口,299917.05,2769616.34,5.9,8
42,萬華區,糖?文化園區公園,3號出入口,299875.66,2769608.92,7.9,1
43,萬華區,糖?文化園區公園,4號出入口,299858.04,2769543.18,5,4
44,萬華區,糖?文化園區公園,5號出入口,299950.53,2769528.3,2,5
45,萬華區,綠堤公園,1號出入口,299718.1,2769560.86,1.4,5
46,萬華區,綠堤公園,2號出入口,299765.56,2769536,0.9,4
47,萬華區,華江八號公園,1號出入口,299737.61,2769630.25,1.5,2
48,萬華區,華江八號公園,2號出入口,299696.63,2769658.37,1.5,3
49,萬華區,華江八號公園,3號出入口,299729.69,2769648.26,2.1,1
50,萬華區,長順公園,1號出入口,299369.63,2769392.32,1.8,5
51,萬華區,東園公園,1號出入口,299979.02,2768202,1.9,6
52,萬華區,東園公園,2號出入口,299976.52,2768182.6,2.2,4
53,萬華區,東園公園,3號出入口,299993.28,2768189.13,2.1,7
54,萬華區,保德公園,1號出入口,300186.53,2768409.48,1,1
55,萬華區,孝德公園,1號出入口,299886.84,2768535.02,1.5,8
56,萬華區,孝德公園,2號出入口,299856.55,2768527.51,1.5,5
57,萬華區,錦德公園,1號出入口,299725.24,2768460.55,1.6,4
58,萬華區,錦德公園,2號出入口,299668.66,2768424,2.25,4
59,萬華區,錦德公園,3號出入口,299715.7,2768479.36,1.4,4
60,中正區,二二八和平公園,1號出入口,301969.03,2770672.32,13.2,2
61,中正區,二二八和平公園,2號出入口,301883.5,2770673.07,2.7,2
62,中正區,二二八和平公園,3號出入口,302113.85,2770666.14,7.8,5
63,中正區,二二八和平公園,4號出入口,301875.67,2770496.32,2,5
64,中正區,中央藝文公園,1號出入口,303083.85,2771094.38,11.5,6
65,中正區,介壽公園,1號出入口,301867.2,2770258.87,0.9,6
66,中正區,介壽公園,2號出入口,301848.3,2770174,2.9,4
67,中正區,介壽公園,3號出入口,301984.77,2770160.52,6.2,3
68,中正區,逸仙公園,1號出入口,302489.31,2771145.44,7.5,2
69,中正區,中正防災(400號)公園,1號出入口,303243.74,2767392.52,1.6,6
70,中正區,齊東公園,1號出入口,303307.7,2770519.46,2.7,2
71,中正區,齊東公園,2號出入口,303306.98,2770496.58,1.8,6
72,中正區,忠孝公園,1號出入口,303661.91,2770505.77,4.7,4
73,中正區,忠孝公園,2號出入口,303699.26,2770506.05,1.7,7
74,中正區,文光公園,1號出入口,303591.16,2770193.34,1.1,8
75,中正區,連雲公園,1號出入口,303646.77,2769792.62,1.5,2
76,中正區,南昌公園,1號出入口,302556.95,2768860.74,3.1,2
77,中正區,南昌公園,2號出入口,302495.56,2768916.36,2.1,2
78,中正區,文盛公園,1號出入口,303711.27,2767693.22,2.2,8
79,中正區,螢橋公園,1號出入口,302197.66,2768820.23,1.2,4
80,中正區,永昌公園,1號出入口,301481.16,2768763.74,1.4,4
81,中正區,牯嶺公園,1號出入口,302361.87,2768473.97,0.9,7
82,中正區,牯嶺公園,2號出入口,302353.25,2768463.7,1.2,6
83,大安區,大安森林公園,1號出入口,303979,2769578,4.7,1
84,大安區,大安森林公園,2號出入口,303979,2769578,4.6,2
85,大安區,大安森林公園,3號出入口,304239,2769378,4.6,1
86,大安區,大安森林公園,4號出入口,304233,2769201,4.6,1
87,大安區,大安森林公園,5號出入口,304232,2768952,4.6,1
88,大安區,大安森林公園,6號出入口,304228,2768744,4.6,2
89,大安區,大安森林公園,7號出入口,304122,2768768,4.6,1
90,大安區,大安森林公園,8號出入口,304005,2768783,4.4,2
91,大安區,大安森林公園,9號出入口,303948,2769079,4.6,1
92,大安區,大安森林公園,10號出入口,303864,2769316,4.5,2
93,大安區,大安森林公園,11號出入口,303783,2769586,4.6,1
94,大安區,?公圳公園,1號出入口,304852,2770669,1.3,5
95,大安區,?公圳公園,2號出入口,304718,2770759,3.4,6
96,大安區,?公圳公園,3號出入口,304652,2770771,1.2,2
97,大安區,?公圳公園,4號出入口,304590,2770757,1.3,8
98,大安區,?公圳公園,5號出入口,304556,2770775,1,1
99,大安區,?公圳公園,6號出入口,304461,2770754,1.5,2
100,大安區,?公圳公園,7號出入口,304262,2770756,2.2,3
101,大安區,黎和生態公園,1號出入口,306551,2767548,1.4,3
102,大安區,敦仁公園,1號出入口,305161,2770378,4.4,6
103,大安區,敦仁公園,2號出入口,305163,2770346,4.4,6
104,大安區,德安公園,1號出入口,305308,2769773,1.3,7
105,大安區,德安公園,2號出入口,305257,2769772,3.7,5
106,大安區,德安公園,4號出入口,305275,2769738,1.4,3
107,大安區,仁慈公園,2號出入口,305275,2769738,2.5,6
108,大安區,仁慈公園,3號出入口,305087,2769656,1.8,7
109,大安區,仁慈公園,4號出入口,305052,2769656,3.9,3
110,大安區,龍生公園,1號出入口,304623,2768785,3.5,6
111,大安區,龍生公園,2號出入口,304642,2768783,3.2,5
112,大安區,瑞安公園,1號出入口,304425,2768785,2,5
113,大安區,瑞安公園,2號出入口,304417,2768772,3.3,7
114,大安區,龍陣二號公園,1號出入口,304751,2769157,1.1,4
115,大安區,龍陣二號公園,2號出入口,304765,2769141,1.8,5
116,大安區,龍陣二號公園,3號出入口,304770,2769107,1.1,4
117,大安區,龍陣一號公園,1號出入口,304772,2768965,1.4,4
118,大安區,龍陣一號公園,2號出入口,304771,2768924,2.5,2
119,大安區,新龍公園,1號出入口,304476,2768968,2.4,4
120,大安區,新龍公園,3號出入口,304547,2768932,1.6,7
121,大安區,安東公園,1號出入口,304961,2769114,1.2,3
122,大安區,安東公園,2號出入口,304960,2769085,1.2,6
123,大安區,安東公園,3號出入口,305006,2769116,1.8,6
124,大安區,龍圖公園,2號出入口,304678,2769243,3.8,7
125,大安區,和安公園,1號出入口,304935,2769734,1.7,6
126,大安區,和安公園,2號出入口,304952,2769733,1.9,5
127,大安區,和安公園,4號出入口,304951,2769692,1.7,6
128,大安區,和安公園,5號出入口,304969,2769691,1.9,5
129,大安區,東豐公園,1號出入口,304970,2769834,1.3,2
130,大安區,大安公園,1號出入口,304745,2770659,4,5
131,大安區,大安公園,3號出入口,304782,2770591,3,6
132,大安區,附中公園,1號出入口,304694,2769889,3.5,6
133,大安區,安祥公園,1號出入口,304763,2769732,2.2,1
134,大安區,安祥公園,3號出入口,304752,2769697,1.6,2
135,大安區,安祥公園,4號出入口,304791,2769696,1.6,3
136,大安區,民榮公園,1號出入口,304081,2769835,2.2,8
137,大安區,民榮公園,2號出入口,304080,2769797,2.6,6
138,大安區,民榮公園,3號出入口,303978,2769775,2.1,6
139,大安區,民榮公園,4號出入口,304008,2769762,2.2,6
140,大安區,寧馨公園,1號出入口,303871,2770818,1.3,5
141,大安區,寧馨公園,2號出入口,303952,2770767,1,4
142,大安區,寧馨公園,3號出入口,304008,2770747,1.3,2
143,大安區,誠安公園,3號出入口,304565,2770610,1.9,5
144,大安區,錦安公園,2號出入口,303276,2769006,1.5,8
145,大安區,師大公園,1號出入口,303280,2768966,1.2,3
146,大安區,師大公園,2號出入口,303334,2768537,1.2,2
147,大安區,師大公園,3號出入口,303332,2768501,1.1,3
148,大安區,師大公園,4號出入口,303330,2768494,1.2,2
149,大安區,師大公園,5號出入口,303328,2768464,1.2,3
150,大安區,泰順公園,1號出入口,303667,2768628,3.8,5
151,大安區,泰順公園,2號出入口,303638,2768630,3.2,5
152,大安區,辛亥一號公園,2號出入口,303744,2768378,4.5,1
153,大安區,永康公園,1號出入口,303457,2769446,1.2,1
154,大安區,永康公園,2號出入口,303447,2769385,1.4,3
155,大安區,永康公園,3號出入口,303452,2769355,2.2,3
156,大安區,金山公園,1號出入口,303040,2769279,2.7,2
157,大安區,和平公園,1號出入口,304733,2768509,1.3,8
158,大安區,和平公園,2號出入口,304728,2768477,3.2,7
159,大安區,公館公園,1號出入口,304589,2767148,3.2,3
160,大安區,公館公園,2號出入口,304532,2767146,1.2,2
161,大安區,大學公園,1號出入口,303784,2768330,1.2,6
162,大安區,大學公園,2號出入口,303803,2768310,4,1
163,大安區,敦親公園,1號出入口,304604,2768442,1.8,8
164,大安區,敦親公園,2號出入口,304584,2768416,1.9,8
165,大安區,龍門公園,1號出入口,304168,2768597,1.4,8
166,大安區,龍門公園,2號出入口,304149,2768598,1.4,5
167,大安區,溫州公園,1號出入口,303652,2767975,1.1,5
168,大安區,溫州公園,2號出入口,303650,2767934,1.1,5
169,大安區,法治公園,2號出入口,305798,2768854,1.2,5
170,大安區,全安公園,1號出入口,305649,2768733,1.9,8
171,大安區,全安公園,3號出入口,305594,2768701,1.2,7
172,大安區,通化公園,1號出入口,305940,2769482,4,4
173,大安區,通化公園,2號出入口,305980,2769441,3,5
174,大安區,居安公園,1號出入口,305414,2769201,2.4,1
175,大安區,居安公園,2號出入口,305417,2769159,5.1,2
176,大安區,敦安公園,2號出入口,305849,2769728,2.5,3
177,大安區,光信公園,1號出入口,306077,2769874,2.1,7
178,大安區,光信公園,2號出入口,306086,2769872,2.2,7
179,大安區,黎孝公園,1號出入口,306101,2768093,3.2,8
180,大安區,青峰公園,1號出入口,305662,2767607,1.7,0
181,大安區,臥龍公園,1號出入口,305432,2767786,2.1,1
182,大安區,臥龍公園,2號出入口,305556,2767686,2.3,5
183,大安區,臥龍公園,3號出入口,305562,2767719,3,3
184,大安區,嘉興公園,1號出入口,305737,2768295,3,3
185,大安區,嘉興公園,2號出入口,305683,2768296,1.7,4
186,大安區,嘉興公園,3號出入口,305671,2768246,3,3
187,大安區,虎嘯公園,1號出入口,305408,2768410,1.2,3
188,大安區,虎嘯公園,2號出入口,305406,2768375,2,3
189,大安區,虎嘯公園,3號出入口,305406,2768375,1.5,6
190,大安區,群賢公園,1號出入口,305175,2768717,1.1,4
191,大安區,群賢公園,3號出入口,305150,2768687,1,4
192,大安區,?公公園,1號出入口,305050,2770608,4,2
193,大安區,?公公園,2號出入口,305080,2770559,5,3
194,大安區,?公公園,3號出入口,305107,2770556,3.5,1
195,大安區,?公公園,4號出入口,305100,2770608,1.8,5
196,大安區,延吉公園,1號出入口,305100,2770608,2.4,7
197,大安區,金杭公園,1號出入口,303171,2769511,1.4,7
198,大安區,金杭公園,2號出入口,303020,2769541,1.4,6
199,大安區,金杭公園,3號出入口,302916,2769556,4,2
200,中山區,花博公園圓山園區,1號出入口,302783.32,2773722.33,3,7
201,中山區,花博公園圓山園區,2號出入口,302561.54,2773730.09,3.8,5
202,中山區,花博公園圓山園區,3號出入口,302501.09,2773826.87,5.5,2
203,中山區,花博公園圓山園區,4號出入口,302826.62,2773897.02,10,2
204,中山區,花博公園美術園區,1號出入口,302886.16,2773475.28,2.5,5
205,中山區,花博公園美術園區,2號出入口,302818.7,2773497.63,1.6,5
206,中山區,花博公園美術園區,3號出入口,302789.62,2773528.73,4.5,6
207,中山區,花博公園美術園區,4號出入口,302808.56,2773600.12,4.5,5
208,中山區,花博公園美術園區,5號出入口,302840.21,2773740.99,6,7
209,中山區,花博公園美術園區,6號出入口,302855.93,2773804.2,6,8
210,中山區,花博公園美術園區,7號出入口,303012.4,2773787.13,1.6,3
211,中山區,花博公園新生園區,1號出入口,323503.41,2773465.66,2.5,2
212,中山區,花博公園新生園區,2號出入口,303296.34,2773480.73,5.5,6
213,中山區,花博公園新生園區,3號出入口,303294.1,2773707.85,10,6
214,中山區,花博公園新生園區,4號出入口,303502.93,2773793.7,2.8,6
215,中山區,林森公園,1號出入口,303139.1,2771676.04,1.5,1
217,中山區,林森公園,3號出入口,303027.01,2771689.07,1.4,1
218,中山區,林森公園,4號出入口,303027.34,2771743.7,1.2,2
219,中山區,林森公園,5號出入口,303028.45,2771805.61,1.2,2
220,中山區,林森公園,6號出入口,303193.45,2771828.06,1.5,5
221,中山區,林森公園,7號出入口,303201.15,2771797.94,4.5,5
222,中山區,康樂公園,1號出入口,302998.08,2771807.05,1.2,5
223,中山區,康樂公園,2號出入口,302997.29,2771766.94,1.2,1
224,中山區,康樂公園,3號出入口,303006.54,2771718.53,1.2,1
225,中山區,康樂公園,4號出入口,302966.37,2771678.54,7,1
226,中山區,康樂公園,5號出入口,302931.02,2771722.28,3,1
227,中山區,康樂公園,7號出入口,302935.19,2771832.37,2.5,1
228,中山區,華山公園,1號出入口,303254.3,2771132.74,3.5,5
229,中山區,華山公園,2號出入口,303091.19,2771177.05,5,5
230,中山區,華山公園,3號出入口,303089.38,2771150.32,2,5
231,中山區,華山公園,4號出入口,303080.89,2771182.4,2.6,3
232,中山區,華山公園,5號出入口,303072.85,2771160.83,2.6,7
233,中山區,華山公園,7號出入口,303051.84,2771205.97,2.6,5
234,中山區,華山公園,8號出入口,303007.45,2771204.72,2.6,5
235,中山區,華山公園,12號出入口,302839,2771232.6,2.6,3
236,中山區,華山公園,13號出入口,302832.08,2771202.7,2.6,5
237,中山區,華山公園,14號出入口,302827.97,2771216.41,2.6,0
238,中山區,華山公園,15號出入口,302820.72,277120.65,2.6,3
239,中山區,華山公園,16號出入口,302740.33,2771225.76,3,7
240,中山區,華山公園,17號出入口,302711.01,2771227.8,2.6,3
241,中山區,華山公園,18號出入口,302704.58,2771209.74,2.6,5
242,中山區,華山公園,19號出入口,302633.27,2771243.11,2.6,3
243,中山區,華山公園,20號出入口,302629.05,2771215.91,2.6,5
244,中山區,榮星花園公園,1號出入口,304553.78,2772832.07,2.6,7
245,中山區,榮星花園公園,2號出入口,304512.31,2772833.63,3.6,0
246,中山區,榮星花園公園,3號出入口,304488,2772823.57,1.1,0
247,中山區,榮星花園公園,4號出入口,304364.48,2772819.18,1.1,0
248,中山區,榮星花園公園,5號出入口,304317.53,2772818.99,1.1,0
249,中山區,榮星花園公園,9號出入口,304451.72,2772997.96,4,7
250,中山區,榮星花園公園,10號出入口,304559.7,2772996.37,6,6
251,中山區,榮星花園公園,11號出入口,304561.67,2772943.49,1.1,1
252,中山區,榮星花園公園,12號出入口,304560.45,2772877.01,1.1,1
253,中山區,上塔悠公園,1號出入口,305707.95,2774475.56,5.1,5
254,中山區,上塔悠公園,2號出入口,306068.05,2774485.38,4.1,7
255,中山區,下塔悠公園,1號出入口,306131.38,2774482.68,5,7
256,中山區,下塔悠公園,2號出入口,306146.53,2774451.39,5,3
257,中山區,金泰公園,1號出入口,306826.43,2774372.4,5,7
258,中山區,金泰公園,2號出入口,307226.11,2774497.32,2.4,7
259,中山區,823砲戰紀念公園,1號出入口,303151.57,2774375.4,4.5,3
260,中山區,823砲戰紀念公園,2號出入口,303121.91,2774385.1,3,2
261,中山區,823砲戰紀念公園,3號出入口,303188.04,2774391.82,3.1,5
262,中山區,培英公園,2號出入口,304985.86,2774939.68,1.8,3
263,中山區,培英公園,3號出入口,304997.27,2775063.51,2.5,7
264,中山區,培英公園,4號出入口,304954.53,2775060.65,2.8,4
265,中山區,大直公園,2號出入口,305196.52,2775070.5,1.9,2
266,中山區,大直公園,3號出入口,305218.7,2775071.13,1.2,2
267,中山區,永安公園,1號出入口,304987.91,2774666.03,1.8,1
268,中山區,永安公園,3號出入口,304987.52,2774629.97,1.7,1
269,中山區,直安公園,2號出入口,305266.44,2774874.89,1.3,3
270,中山區,力行三號公園,1號出入口,304161.81,2775319.83,2.7,1
271,中山區,力行三號公園,2號出入口,304234.81,2775331.96,2.8,1
272,中山區,永直公園,1號出入口,305520.36,2774945.48,2.5,1
273,中山區,永直公園,2號出入口,305552.93,2774921.13,3.3,3
274,中山區,永直公園,4號出入口,35521.18,2774876.33,2.2,2
275,中山區,中427公園,1號出入口,306094.96,2774839.12,2,4
276,中山區,中427公園,2號出入口,306095.25,2774769.16,2,4
277,中山區,中427公園,3號出入口,306066.56,2774770.12,2,5
278,中山區,中428公園,1號出入口,305826.84,2774603.11,1.8,4
279,中山區,中428公園,2號出入口,305848.96,2774552.34,1.4,4
280,中山區,中428公園,3號出入口,305828.66,2774553.06,1.3,4
281,中山區,中429公園,1號出入口,306028.16,2774608.78,2.1,4
282,中山區,中429公園,2號出入口,306021.17,2774578.09,1.9,2
283,中山區,中429公園,3號出入口,306107.7,2774602.11,2,4
284,中山區,中430公園,1號出入口,306679.34,2774544.93,2.5,4
285,中山區,中430公園,2號出入口,306703.42,2774544.77,1.9,4
286,中山區,中430公園,3號出入口,306732.91,274544.62,2,4
287,中山區,中430公園,4號出入口,306732.44,274592.52,1.9,4
288,中山區,中430公園,5號出入口,306680.49,274592.57,1.9,4
289,中山區,中431公園,1號出入口,307015.2,2774495.48,1.8,4
290,中山區,中431公園,2號出入口,307029.56,2774491.5,1.3,4
291,中山區,中431公園,3號出入口,307075.63,2774474.74,1.8,4
292,中山區,中431公園,4號出入口,307037.01,2774456.55,1.8,4
293,中山區,下埤公園,1號出入口,304690.08,2773344.58,1.5,2
294,中山區,下埤公園,2號出入口,304688.93,2773292.63,3,2
295,中山區,下埤公園,3號出入口,304759.3,2773291.3,2.4,2
296,中山區,朱崙公園,1號出入口,304626.81,2771371.27,1.1,1
297,中山區,朱崙公園,2號出入口,304625.24,2771356.73,1.2,0
298,中山區,龍江公園,1號出入口,304688.67,2772548.76,1.2,6
299,中山區,龍江公園,2號出入口,304712.75,2772550.48,1.8,7
300,中山區,龍江公園,3號出入口,304687.33,2772478.52,1.1,8
301,中山區,龍江公園,4號出入口,304714.39,2772478.35,1.1,5
302,中山區,江寧公園,1號出入口,304411.27,2772687.2,1.4,5
303,中山區,江寧公園,2號出入口,304410.85,2772655.98,1.4,2
304,中山區,合江公園,1號出入口,304412.72,2772391.29,2,7
305,中山區,興安公園,1號出入口,304635.3,2772090.48,1.5,6
306,中山區,興安公園,2號出入口,304692.68,2772087.21,1.8,5
307,中山區,興安公園,3號出入口,304691.57,2772026.92,1.4,4
308,中山區,興安公園,4號出入口,304663.11,2772028.03,1.1,4
309,中山區,復華公園,1號出入口,304485.73,2771796.78,3.5,4
310,中山區,復華公園,2號出入口,304454.81,2771743.63,2.3,4
311,中山區,復華公園,3號出入口,304441.73,2771766.19,2.3,5
312,中山區,朱昌公園,1號出入口,304347.73,2772061.2,3.2,4
313,中山區,朱昌公園,2號出入口,304386.7,2772060.82,3.2,4
314,中山區,朱昌公園,3號出入口,304345.16,2772026.74,2.4,4
315,中山區,朱昌公園,4號出入口,304345.27,2771999.83,2.6,7
316,中山區,朱昌公園,5號出入口,304387.4,2772022.34,1.4,4
317,中山區,朱昌公園,6號出入口,304385.32,2771999.72,1.4,4
318,中山區,遼寧公園,1號出入口,304727.73,2771851.04,1.4,4
319,中山區,遼寧公園,2號出入口,304738.42,2771817.44,1.4,4
320,中山區,遼寧公園,3號出入口,304711.13,2771806.29,3.2,4
321,中山區,興國公園,1號出入口,304669.78,2771791.59,3.2,5
322,中山區,興國公園,2號出入口,304687.92,2771790.32,3.2,4
323,中山區,興國公園,3號出入口,304686.5,2771739.98,3.2,4
324,中山區,興國公園,4號出入口,304669.17,2771740.18,3.2,4
325,中山區,建興公園,1號出入口,304290.97,2771123.52,2.1,4
326,中山區,建興公園,2號出入口,304295.37,2771107.66,2.7,4
327,中山區,建興公園,3號出入口,304312.55,2771109.61,2.2,4
328,中山區,朱厝崙公園,1號出入口,304579.43,2771171.1,2.2,4
329,中山區,朱厝崙公園,2號出入口,304579.02,2771138.8,2.1,4
330,中山區,朱厝崙公園,3號出入口,304614.18,2771145.13,1.9,4
331,中山區,朱厝崙公園,4號出入口,304606.51,2771168.25,2,4
332,中山區,永盛公園,1號出入口,302925.92,2772447.54,0.9,7
333,中山區,永盛公園,2號出入口,302966.44,2772396.97,1.3,1
334,中山區,中安公園,1號出入口,302838.42,2772155.91,3.2,5
335,中山區,中安公園,2號出入口,302838.81,2772123.88,3.2,5
336,中山區,德惠公園,1號出入口,303645.87,2773378.61,1.6,4
337,中山區,德惠公園,2號出入口,303645.05,2773346.32,1.6,4
338,中山區,新喜公園,1號出入口,303657.6,2773148.25,1.5,7
339,中山區,新喜公園,2號出入口,303655.23,2773130.08,1.1,5
340,中山區,農安公園,1號出入口,303988.36,2773150.7,1.5,8
341,中山區,新壽公園,2號出入口,303491.73,2772882.37,3,3
342,中山區,錦北公園,1號出入口,304061.68,2772573.05,1.5,5
