ID,行政區,公園名稱,無障礙出入口名稱,TW97座標X,TW97座標Y,人行道寬度,坡度
740,文山區,景華公園,2號出入口,304974.31,2765351.21,2.1,4
741,文山區,景華公園,3號出入口,304803.76,2765338.67,2.3,3
742,文山區,景華公園,4號出入口,304799.51,2765440.67,2.4,5
743,文山區,萬慶公園,1號出入口,304264.31,2765231.52,2.5,6
744,文山區,萬慶公園,2號出入口,304289.75,2765180.11,2.4,6
745,文山區,萬慶公園,3號出入口,304217.89,2764794.58,2.5,3
746,文山區,景美運動公園,1號出入口,304958.86,2766130.72,3.1,4
747,文山區,景美運動公園,2號出入口,304883.58,2766101.18,3.1,3
748,文山區,興隆公園,1號出入口,305707.46,2765955.08,2.7,5
749,文山區,興隆公園,2號出入口,305686.16,2765856.19,2.7,6
750,文山區,興隆公園,3號出入口,305555.47,2765898.42,2.7,6
751,文山區,興隆公園,4號出入口,305609.2,2765940.73,2.7,5
752,文山區,木柵公園,1號出入口,306529.37,2764412.04,1.8,4
753,文山區,木柵公園,2號出入口,306381.05,2764538.59,1.8,4
754,文山區,椰城公園,1號出入口,307415.55,2766578.45,1.8,5
755,文山區,椰城公園,2號出入口,307401.39,2766585.6,1.7,4
756,文山區,椰城公園,3號出入口,307385.92,2766641.02,1.8,5
757,文山區,萬興櫻花生態景觀公園,1號出入口,307852.52,2764955.23,2.4,4
758,文山區,萬興櫻花生態景觀公園,2號出入口,307842.8,2764843.64,2.4,4
759,文山區,辛亥生態公園,1號出入口,306279.18,2766330.6,2.5,4
760,文山區,辛亥生態公園,2號出入口,306205.85,2766367.74,2.5,4
761,文山區,辛亥生態公園,3號出入口,306168.3,2766293.26,2.5,4
762,文山區,辛亥生態公園,4號出入口,306093.54,2766161.25,2.5,4
763,文山區,辛亥生態公園,5號出入口,306203.9,2766128.8,2.5,4
764,文山區,原野運動公園,1號出入口,307655.84,2765631.96,2,5
765,文山區,原野運動公園,2號出入口,307630.92,2765653.23,2,5
766,文山區,木新公園,1號出入口,306313.91,2763925.1,1,8
767,文山區,木新公園,2號出入口,306366.42,2763923.44,1,6
768,文山區,樟樹公園,1號出入口,306481.56,2764008.09,2,5
769,文山區,樟樹公園,2號出入口,306464.52,2763978.23,2,5
770,文山區,樟林公園,1號出入口,306441.75,2764213.4,1,5
771,文山區,樟林公園,2號出入口,306469.27,2764174.3,1,5
772,文山區,忠順公園,1號出入口,306625.58,2764021.21,1.5,5
773,文山區,忠順公園,2號出入口,306675.69,2764037.47,1.5,5
774,文山區,木榮公園,1號出入口,307389.84,2764213.91,1.5,3
775,文山區,木榮公園,2號出入口,307404.31,2764181.4,2,3
776,文山區,試院公園,1號出入口,305235.17,2764548.2,2,5
777,文山區,試院公園,2號出入口,305238.48,2764529.61,2,5
778,文山區,試院公園,3號出入口,305242.49,2764511.9,2,5
779,文山區,試院公園,4號出入口,305272.24,2764519.33,2,5
780,文山區,華興公園,1號出入口,305548.3,2764656.25,1,3
781,文山區,華興公園,2號出入口,305612.22,2764675.67,1.5,3
782,文山區,木南公園,1號出入口,307617.23,2764348.56,1.5,4
783,文山區,木南公園,2號出入口,307615.12,2764490.55,1.5,5
784,文山區,保儀公園,1號出入口,306913.88,2764103.15,1.5,6
785,文山區,保儀公園,2號出入口,306859.61,2764092.4,3,4
786,文山區,光輝公園,1號出入口,306152.53,2764353.88,1,6
787,文山區,光輝公園,2號出入口,306115.62,2764344.21,1,7
788,文山區,久康公園,1號出入口,307012.49,2764690.07,1,8
789,文山區,久康公園,2號出入口,306945.73,2764721.92,2,4
790,文山區,樟興公園,1號出入口,305941.06,2763777.36,2,5
791,文山區,博嘉公園,1號出入口,307913.42,2765952.39,2,4
792,文山區,萬芳二號公園,1號出入口,307229.06,2765794.66,2,6
793,文山區,萬芳二號公園,2號出入口,307224.84,2765815.13,3.5,4
794,文山區,光明公園,1號出入口,306015.68,2764417.02,1,5
795,文山區,光明公園,2號出入口,305990.64,2764369.5,1,5
796,文山區,新榮公園,1號出入口,307533.56,2764054.01,2.5,4
797,文山區,新榮公園,2號出入口,307598.62,2764091.72,1,7
798,文山區,恆光公園,1號出入口,307307.95,2763975.2,1,6
799,文山區,恆光公園,2號出入口,307317.51,2763933.81,1,7
800,文山區,樟新公園,1號出入口,306270.33,2763622.09,2.5,6
801,文山區,樟新公園,2號出入口,306208.08,2763611.09,2.5,7
802,文山區,樟新公園,3號出入口,306217.51,2763551.65,2,5
803,文山區,明義公園,1號出入口,306654.32,2764590.33,2,5
804,文山區,明義公園,2號出入口,306616.27,2764586.3,2,5
805,文山區,景行公園,1號出入口,304757.71,2765089.93,3.5,4
806,文山區,景行公園,2號出入口,304801.03,2765011.9,1,7
807,文山區,景福公園,1號出入口,304553.1,2765440.8,1.5,6
808,文山區,景福公園,2號出入口,304537.05,2765415.92,1,5
809,文山區,景福公園,3號出入口,304558.21,2765399.17,1.5,6
810,文山區,景仁公園,1號出入口,304538.47,2765540.87,2,4
811,文山區,景仁公園,2號出入口,304544.53,2765487.95,2,5
812,文山區,萬和一號公園,1號出入口,304141.28,2765990.45,2,4
813,文山區,萬和一號公園,2號出入口,314104.98,2765934.8,3,4
814,文山區,萬和二號公園,1號出入口,304152.61,2766111.56,1.5,6
815,文山區,萬和二號公園,2號出入口,304145.86,2766032.89,1.5,4
816,文山區,萬和三號公園,1號出入口,304127.27,2766264.98,2,4
817,文山區,萬和三號公園,2號出入口,304136.19,2766204.21,2,4
818,文山區,萬和三號公園,3號出入口,304148.44,2766118.63,2,4
819,文山區,萬年一號公園,1號出入口,304080.24,2766416.44,2,4
820,文山區,萬年一號公園,2號出入口,304152.52,2766617.99,2.5,5
821,文山區,萬年二號公園,1號出入口,304080.24,2766416.44,2.5,6
822,文山區,萬年二號公園,2號出入口,304152.52,2766617.99,2,5
823,文山區,萬年三號公園,1號出入口,304155.63,2766623.31,2,6
824,文山區,萬年三號公園,2號出入口,304242.33,2766727.11,2,5
825,文山區,萬盛公園,1號出入口,304640.02,2766425.75,1,7
826,文山區,萬有二號公園,1號出入口,304690.29,2766020.54,2.5,5
827,文山區,萬有二號公園,2號出入口,304656.39,2765965.25,2.5,5
828,文山區,萬有一號公園,1號出入口,304825.16,2765942.44,1.8,6
829,文山區,萬有一號公園,2號出入口,304849.91,2765912.96,1.8,5
830,文山區,萬有一號公園,3號出入口,304812.22,2765847.13,1.8,4
831,文山區,萬有一號公園,4號出入口,304789.67,2765805.5,1.8,5
832,文山區,萬有三號公園,1號出入口,304844.55,2765765.18,4,5
833,文山區,萬有三號公園,2號出入口,304827.32,2765730.88,1.5,4
834,文山區,景豐公園,1號出入口,304978.69,2765919.02,1,6
835,文山區,興福公園,1號出入口,305127.75,2765551.76,1.5,5
836,文山區,興豐公園,1號出入口,305300.28,2765873.46,3,4
837,文山區,興豐公園,2號出入口,305288.92,2765863.33,1,5
838,文山區,興豐公園,3號出入口,305276.31,2765910.91,2.5,4
839,文山區,興豐公園,4號出入口,305242.64,2765924.4,2.5,4
840,文山區,興豐公園,5號出入口,305241.99,2765959.51,2.5,4
841,文山區,興德公園,1號出入口,306201.61,2766121.48,1.8,4
842,文山區,興德公園,2號出入口,306171.09,2766129.22,1.8,5
843,文山區,萬年公園,1號出入口,304080.24,2766416.44,2,4
844,文山區,萬年公園,2號出入口,304152.52,2766617.99,2.5,5
845,南港區,南港公園,1號出入口,309667.63,2771018.37,0.9,8
846,南港區,南港公園,2號出入口,309636.01,2770449,0.9,8
847,南港區,玉成公園,1號出入口,309206.97,2770672.65,0.9,7
848,南港區,玉成公園,2號出入口,308938.22,2770607.36,0.9,7
849,南港區,中研公園,1號出入口,311929.79,2771172.22,3,8
850,南港區,中研公園,2號出入口,311803.09,2771051.58,3,5
851,南港區,三重世貿,1號出入口,312219.67,2772351.13,3.5,5
852,南港區,三重世貿,2號出入口,312219.89,2772303.61,3.5,5
853,南港區,三重世貿,3號出入口,311968.48,2772318.08,3.5,5
854,南港區,三重世貿,4號出入口,311970.06,2772369.49,3.5,5
855,南港區,胡適公園,1號出入口,312317.5,2770325.28,4,8
856,南港區,胡適公園,2號出入口,312329.96,2770426.8,3,8
857,南港區,四分河濱公園,1號出入口,312129.21,2771321.12,1.8,7
858,南港區,四分河濱公園,2號出入口,311826.77,2771169.54,4,8
859,南港區,四分河濱公園,3號出入口,311795.36,2771176.16,4,8
860,南港區,新新公園,1號出入口,309590.53,2771667.25,3,5
861,南港區,新新公園,2號出入口,309620.01,2771546.86,3,3
862,南港區,聯成公園,1號出入口,309371.03,2771281.04,1,8
863,南港區,新勝公園,1號出入口,309900.15,2771356.68,1,6
864,南港區,萬福公園,1號出入口,308979.68,2771056.48,0.9,8
865,南港區,萬福公園,2號出入口,308966.62,2770995.83,0.9,8
866,南港區,南汐公園,1號出入口,312409.01,2771986.9,2.5,5
867,南港區,南汐公園,2號出入口,312409.01,2771986.9,3,5
868,南港區,百福公園,1號出入口,309348.49,2770221.89,0.9,7
869,南港區,百福公園,2號出入口,309340.02,2770172.01,0.9,8
870,南港區,中興公園,1號出入口,312023.74,2770882.32,1,6
871,南港區,中興公園,2號出入口,312050.14,2770890.42,1,6
872,南港區,合樂公園,1號出入口,309957.18,2771283.83,1.2,4
873,南港區,昆陽公園,1號出入口,309957.3,2771256.24,5,0
874,南港區,市民公園,1號出入口,308690.28,2771384.22,1.5,4
875,南港區,市民公園,2號出入口,308674.82,2771342.61,1.5,4
876,南港區,湧聲公園,1號出入口,309840.48,2770603.75,0.9,6
877,南港區,玉東公園,1號出入口,308920.48,2771423.09,1.8,3
878,南港區,瓶蓋印象公園,1號出入口,311162.88,2771919.67,2,7
879,南港區,瓶蓋印象公園,2號出入口,311185.45,2771812.66,2,8
880,南港區,合成公園,1號出入口,308609.54,2770916.87,1.5,4
881,南港區,東陽公園,1號出入口,310334.25,2772222.37,2,3
882,南港區,東陽公園,2號出入口,310403.35,2772248.26,2,3
883,南港區,重陽公園,1號出入口,310425.06,2772157.46,0.9,8
884,南港區,重陽公園,2號出入口,310455.84,2772172.67,0.9,8
885,南港區,興南公園,1號出入口,310906.34,2772245.51,0.9,5
886,南港區,興華公園,1號出入口,310995,2772208.91,0.9,8
887,南港區,東明公園,1號出入口,310937.83,2771973.82,1.8,8
888,南港區,南興公園,1號出入口,311169.44,2771919.03,2,8
889,南港區,南興公園,2號出入口,311291.93,2771942.73,2,8
890,南港區,新富公園,1號出入口,312266.06,2771802.26,1.5,8
891,南港區,六福公園,1號出入口,312202.19,2771249.01,3,7
892,南港區,六福公園,2號出入口,312259.98,2771101.17,3,5
893,南港區,福山公園,1號出入口,312350.15,2770932.66,2,8
894,南港區,福山公園,2號出入口,312307.51,2770856.81,2,7
895,南港區,舊莊公園,1號出入口,312586.51,2770552.81,1.5,8
896,南港區,舊莊公園,2號出入口,312633.69,2770474.71,1.5,8
897,南港區,理想公園,1號出入口,312690.49,2770345.7,1.5,8
898,南港區,理想公園,2號出入口,312750.6,2770308.87,1.5,8
899,南港區,港後公園,1號出入口,312118.43,2772869.73,1.5,8
900,南港區,港後公園,2號出入口,312110,2772815.3,2,7
901,南港區,經貿公園,1號出入口,312226.75,2772812.85,3,8
902,南港區,經貿公園,2號出入口,312136.58,2772872.03,3,0
903,南港區,幸福公園,1號出入口,312237.25,2771040.59,2.5,6
904,信義區,市民廣場,1號出入口,306860.48,2770220.17,0.9,4
905,信義區,市民廣場,2號出入口,306862.25,2770061.89,1,4
906,信義區,市民廣場,3號出入口,306776.67,2770063.08,1,5
907,信義區,市民廣場,4號出入口,306765.94,2770045.31,0.9,5
908,信義區,市民廣場,5號出入口,306716.76,2769883.61,1,4
909,信義區,市民廣場,6號出入口,306851.09,2769880.96,1,4
910,信義區,市民廣場,7號出入口,306865.13,2770047.94,1,4
911,信義區,忠信廣場,1號出入口,307352.74,2770435.12,1.3,5
912,信義區,忠信廣場,2號出入口,307351.2,2770392.36,1.3,5
913,信義區,忠信廣場,3號出入口,307350.19,2770344.72,1.3,7
914,信義區,忠信廣場,4號出入口,307305.08,2770344.09,1.3,6
915,信義區,信義廣場,1號出入口,307064.55,2769658.43,1.5,4
916,信義區,信義廣場,2號出入口,307186.06,2769657.61,1.5,4
917,信義區,信義廣場,3號出入口,307146.13,2769552.21,1.5,4
918,信義區,信義廣場,4號出入口,307069.83,2769554.55,1.5,4
919,信義區,松壽廣場,1號出入口,307160.13,2770090.05,1.2,3
920,信義區,松壽廣場,2號出入口,307128.34,2770089.69,1.2,4
921,信義區,松壽廣場,3號出入口,307115.05,2770105.92,1.2,3
922,信義區,松壽廣場,4號出入口,307069.95,2770105.73,1.2,3
923,信義區,松壽廣場,5號出入口,307068.86,2770003.16,1.2,4
924,信義區,松壽廣場,6號出入口,307091.67,2770002.03,1.2,4
925,信義區,松壽廣場,7號出入口,307166.16,2770046.21,1.2,4
926,信義區,富台公園,1號出入口,307772.12,2770555.41,1.1,3
927,信義區,富台公園,2號出入口,307720.88,2770574.91,1.1,3
928,信義區,富台公園,3號出入口,307770.91,2770530.48,1.1,3
929,信義區,象山公園,1號出入口,307492.62,2769496.06,0.9,5
930,信義區,象山公園,2號出入口,307498.26,2769065.42,0.9,5
931,信義區,松德公園,1號出入口,307824.37,2769939.65,1.1,5
932,信義區,松德公園,2號出入口,307812.68,2769746.42,1.1,5
933,信義區,眷村文化公園,1號出入口,306829.53,2769242.29,1.1,4
934,信義區,眷村文化公園,2號出入口,306783.66,2769206.54,0.9,4
935,信義區,景勤1號公園,1號出入口,306681.61,2768845.57,0.9,8
936,信義區,景勤1號公園,1號出入口,306346.88,2768886.06,0.9,8
937,信義區,景勤1號公園,2號出入口,306269.26,2768790.26,1.1,3
938,信義區,景勤1號公園,3號出入口,306423.18,2768885.38,1.1,3
939,信義區,景勤1號公園,4號出入口,306422.8,2768781.47,1.1,3
940,信義區,交五廣場,1號出入口,308117.54,2771361.6,1,7
941,信義區,交五廣場,2號出入口,307745.06,2771371.32,1,7
942,信義區,交六廣場,1號出入口,307733.38,2771363.74,1,7
943,信義區,交六廣場,2號出入口,307584.07,2771357.68,1,7
944,信義區,中興公園,1號出入口,306470,2769717.66,1,3
945,信義區,中興公園,2號出入口,306426.83,2769711.83,1,5
946,信義區,中興公園,3號出入口,306450.03,2769665.95,1,5
947,信義區,富生公園,1號出入口,307503.79,2770580.31,0.9,6
948,信義區,富生公園,2號出入口,307504.67,2770540.77,0.9,6
949,信義區,富生公園,3號出入口,307533.23,2770540.11,0.9,6
950,信義區,革新公園,1號出入口,307219.07,2770715.36,0.9,7
951,信義區,革新公園,2號出入口,307261.44,2770742.34,0.9,8
952,信義區,安強公園,1號出入口,308072.98,2769975.71,0.9,7
953,信義區,安強公園,2號出入口,308046.78,2769967.07,0.9,8
954,信義區,念儒公園,1號出入口,307885.2,2770065.41,0.9,7
955,信義區,中全公園,1號出入口,308007.65,2770127.29,1,6
956,信義區,福祥公園,1號出入口,307605.09,2771014.39,1,5
957,信義區,福祥公園,2號出入口,307553.72,2771016.94,1,5
958,信義區,雅祥公園,1號出入口,307730.32,2771204.67,1,6
959,信義區,雅祥公園,2號出入口,307680.67,2771206.34,1,6
960,信義區,雅祥公園,3號出入口,307727.58,2771137.42,1,6
961,信義區,雅祥公園,4號出入口,307678.64,2771137.88,1,6
962,信義區,五常公園,1號出入口,308002.99,2771246.81,1.3,5
963,信義區,五常公園,2號出入口,307999.98,2771148.87,1.3,5
964,信義區,五常公園,3號出入口,307944.27,2771150.52,1.3,5
965,信義區,五常公園,4號出入口,307851.93,2771152.34,1.3,5
966,信義區,永吉公園,1號出入口,308004.3,2770749.57,1.1,7
967,信義區,永吉公園,2號出入口,308005.27,2770711.03,1.1,7
968,信義區,五分埔公園,1號出入口,308525.27,2771250.14,0.9,7
969,信義區,五分埔公園,2號出入口,308480.23,2771234.66,0.9,7
970,信義區,五分埔公園,3號出入口,308581.94,2771094.2,0.9,7
971,信義區,四育公園,1號出入口,308004.94,2771097.28,1,6
972,信義區,永春公園,1號出入口,308417.65,2770602.35,1,7
973,信義區,永春公園,2號出入口,308483.14,2770601.63,1,7
974,信義區,永春公園,3號出入口,308417.31,2770564.13,1,7
975,信義區,松友公園,1號出入口,308179.23,2769694.37,1.5,0
976,信義區,松友公園,2號出入口,308171.82,2769680.27,1.8,8
977,信義區,松友公園,3號出入口,308160.62,2769657.4,1.8,8
978,信義區,松友公園,4號出入口,308133.54,2769663.93,1.8,8
979,信義區,春光公園,1號出入口,308637.19,2770659.34,3.5,7
980,信義區,春光公園,2號出入口,308563.65,2770581.27,3.5,7
981,信義區,春光公園,4號出入口,308610.53,2770497.73,3.5,7
982,信義區,林口公園,1號出入口,308443.24,2770280.46,2.1,7
983,信義區,林口公園,2號出入口,308438.33,2770249.98,1.5,8
984,信義區,林口公園,3號出入口,308447.64,2770195.96,2.1,7
985,信義區,福德公園,1號出入口,308939.43,2770188.44,1.8,8
986,信義區,福德公園,2號出入口,308940.14,2770163.63,2.1,5
987,信義區,三張里公園,1號出入口,307159.81,2769272.58,1.2,5
988,信義區,三興公園,1號出入口,306544.9,2769100.88,0.9,5
989,信義區,三興公園,2號出入口,306545.18,2769033.64,0.9,5
990,信義區,黎雙公園,1號出入口,306546.88,2768622.04,0.9,8
991,信義區,黎雙公園,2號出入口,306537.9,2768552.33,1,7
992,信義區,黎富公園,1號出入口,306175.13,2768242.35,1,8
993,信義區,黎富公園,2號出入口,306176.07,2768186.3,1,8
994,信義區,黎忠公園,1號出入口,306482,2768010.45,0.9,8
995,士林區,1號天母公園,1號出入口,303546.97,2779800.97,2.5,3
996,士林區,1號天母公園,2號出入口,303613.54,2780057.31,2.6,4
997,士林區,26號蘭雅公園,1號出入口,303319.5,2778095.53,2,3
998,士林區,26號蘭雅公園,2號出入口,303312.49,2778053.4,3,3
999,士林區,26號蘭雅公園,3號出入口,303306.39,2778021.63,2.5,3
1000,士林區,26號蘭雅公園,4號出入口,303394.61,2778083.05,2.5,3
1001,士林區,26號蘭雅公園,5號出入口,303388.71,2778069.98,2.5,3
1002,士林區,26號蘭雅公園,6號出入口,303380.96,2778010.49,2.5,3
1003,士林區,26號蘭雅公園,7號出入口,303483.25,2778070.75,2.5,3
1004,士林區,26號蘭雅公園,8號出入口,303473,2777995.25,2.6,3
1005,士林區,109號蘭興公園,1號出入口,302730.11,2778098.65,2.5,3
1006,士林區,109號蘭興公園,2號出入口,302751.3,2778146.62,2,4
1007,士林區,109號蘭興公園,3號出入口,302806.98,2778157.6,2,4
1008,士林區,109號蘭興公園,4號出入口,302825.5,2778126.2,3.5,4
1009,士林區,109號蘭興公園,5號出入口,302879.98,2778166.76,2,4
1010,士林區,56號忠誠公園,1號出入口,302954.5,2777382.54,4,3
1011,士林區,56號忠誠公園,2號出入口,303038.05,2777393.09,3,3
1012,士林區,56號忠誠公園,3號出入口,303103.76,2777399.27,3,3
1013,士林區,56號忠誠公園,4號出入口,302986.47,2777300.61,3,3
1014,士林區,28號海光公園,1號出入口,301205.37,2774991.1,3.5,3
1015,士林區,28號海光公園,2號出入口,301232.89,2775012.19,4,3
1016,士林區,28號海光公園,3號出入口,301287.32,2774782.87,3,3
1017,士林區,28號海光公園,4號出入口,301312.96,2774801.26,2.5,3
1018,士林區,27號社子公園,1號出入口,301033.22,2775931.88,3.5,4
1019,士林區,27號社子公園,2號出入口,301086.31,2775987.51,2,4
1020,士林區,27號社子公園,3號出入口,301118.4,2775945.65,2,4
1021,士林區,27號社子公園,4號出入口,301110.92,2775919.53,2,4
1022,士林區,2號天和公園,1號出入口,303870.29,2779101.17,3.5,3
1023,士林區,2號天和公園,2號出入口,303798.07,2779168.68,3.5,3
1024,士林區,2號天和公園,3號出入口,303819.32,2779199.96,2.5,3
1025,士林區,2號天和公園,4號出入口,303865.87,2779261.88,2.5,3
1026,士林區,29號前港公園,1號出入口,302407.8,2775483.84,3.5,3
1027,士林區,29號前港公園,2號出入口,302402,2775442.92,3,3
1028,士林區,29號前港公園,3號出入口,302395.2,2775312.39,3,3
1029,士林區,29號前港公園,4號出入口,302476.17,2775294.67,3,3
1030,士林區,29號前港公園,5號出入口,302583.11,2775275.98,3,3
1031,士林區,29號前港公園,6號出入口,302589.41,2775396.55,3,3
1032,士林區,29號前港公園,7號出入口,302581.5,2775485.05,3,3
1033,士林區,25號美崙公園,1號出入口,302094.64,2776668.79,5,3
1034,士林區,25號美崙公園,2號出入口,302179.44,2776567.95,2,3
1035,士林區,25號美崙公園,3號出入口,302368.62,2776619.8,2.5,3
1036,士林區,25號美崙公園,4號出入口,302356.29,2776659.03,3,3
1037,士林區,25號美崙公園,5號出入口,302317.5,2776755.74,3,3
1038,士林區,25號美崙公園,6號出入口,302290.2,2776821.29,3,3
1039,士林區,25號美崙公園,7號出入口,302190.69,2776808.53,3,3
1040,士林區,110號克強公園,1號出入口,302618.64,2777718.74,2.5,3
1041,士林區,110號克強公園,2號出入口,302603.43,2777732.67,2.5,3
1042,士林區,110號克強公園,3號出入口,302632.81,2777760.49,2.5,3
1043,士林區,110號克強公園,4號出入口,302583.16,2777918.79,2,3
1044,士林區,110號克強公園,5號出入口,302700.97,2777953.68,2,3
1045,士林區,3號東和公園,1號出入口,303740.48,2779279.41,2.5,3
1046,士林區,3號東和公園,2號出入口,303844.96,2779396.57,2.5,3
1047,士林區,3號東和公園,3號出入口,303791.07,2779412.23,2.5,3
1048,士林區,3號東和公園,4號出入口,303877.52,2779439.74,2.5,3
1049,士林區,3號東和公園,5號出入口,303773.67,2779504.7,2.5,3
1050,北投區,3號復興公園,1號出入口,300643.12,2781229.49,3.5,2
1051,北投區,3號復興公園,2號出入口,300696.37,2781236.95,3.5,2
1052,北投區,3號復興公園,3號出入口,300723.87,2781259.65,3.5,2
1053,北投區,3號復興公園,4號出入口,300788.52,2781327.67,3.5,2
1054,北投區,15號石牌公園,1號出入口,301559.91,2778746.06,2,2
1055,北投區,15號石牌公園,2號出入口,301437.95,2778808.28,2,2
1056,北投區,15號石牌公園,3號出入口,301390.72,2778851.95,2,2
1057,北投區,15號石牌公園,4號出入口,301322.19,2778878.33,2,2
1058,北投區,15號石牌公園,5號出入口,301321.11,2778948.26,2,2
1059,北投區,13號榮華公園,1號出入口,302602.7,2778132.12,3,3
1060,北投區,13號榮華公園,2號出入口,302629.07,2778169.62,3,3
1061,北投區,13號榮華公園,3號出入口,302782.51,2778224.02,3,3
1062,北投區,13號榮華公園,4號出入口,302904.64,2778259.46,3,3
1063,北投區,16號立農公園,1號出入口,300800.88,2778941.93,3.5,2
1064,北投區,16號立農公園,2號出入口,300775.69,2778952.33,3.5,2
1065,北投區,16號立農公園,3號出入口,300829.45,2779151.32,3.5,2
1066,北投區,5號七虎公園,1號出入口,300517.89,2780977.32,3.5,2
1067,北投區,5號七虎公園,2號出入口,300598.49,2780902.31,3.5,2
1068,北投區,9號振興公園,1號出入口,302814.2,2779022.69,3.5,3
1069,北投區,233號七星公園,1號出入口,300658.28,2780920.46,3.5,2
1070,北投區,233號七星公園,2號出入口,300654.16,2781009.75,3.5,2
1071,北投區,233號七星公園,3號出入口,300733.66,2781012.73,3.5,2
1072,北投區,233號七星公園,4號出入口,300782.06,2781016.14,3.5,2
1073,北投區,246號奇岩一,1號出入口,300760.18,2780122.83,3.5,2
1074,北投區,246號奇岩一,2號出入口,300804.86,2780254.8,3.5,2
1075,北投區,247號奇岩二,1號出入口,300742.37,2779640.2,3.5,2
1076,北投區,247號奇岩二,2號出入口,300853.92,2779757.09,3.5,2
1077,北投區,252號洲美蜆仔港公園,1號出入口,301664.66,2776962.31,3.5,2
1078,萬華區,萬華51號,1號出入口,300224.36,2769432.27,1.5,1
1079,萬華區,萬華266號,1號出入口,300637.16,2770349.16,2,0
1080,萬華區,萬華266號,2號出入口,300635.19,2770334.22,2,0
1081,萬華區,萬華266號,3號出入口,300652.17,2770353.12,2,0
1082,萬華區,萬華266號,4號出入口,300647.52,2770329.69,2,0
1083,萬華區,萬華406號(西本願寺),1號出入口,301112.91,2770369.16,3.2,0
1084,萬華區,萬華406號(西本願寺),2號出入口,301189.84,2770317.1,2.1,1
1085,中正區,交通4號,1號出入口,302399.15,2771168.19,1.5,1
1086,中正區,行旅廣場,1號出入口,301980.44,2771079,2.5,0
1087,中正區,行旅廣場,2號出入口,301997.02,2771131.01,3,0
1088,中正區,行旅廣場,3號出入口,302069.34,2771115.68,2.3,0
1089,中正區,行旅廣場,4號出入口,302060.27,2771082.54,2,0
1090,中正區,交通7號,1號出入口,302071.7,2771064.28,1.8,1
1091,中正區,交通7號,2號出入口,302080.25,2771094.45,1.5,1
1092,中正區,交通8號,1號出入口,301779.79,2771210.15,4.3,0
1093,中正區,交通8號,2號出入口,301779.27,2771134.52,5,0
1094,大同區,敦煌1號,1號出入口,302001.62,2774355.33,2,1
1095,大同區,敦煌2號,1號出入口,301749.34,2774361.58,1.7,1
1096,大同區,敦煌2號,2號出入口,301796.83,2774361.49,1.5,1
1097,大同區,大同249號,1號出入口,301407.91,2774431.04,1.8,0
1098,大同區,大同249號,2號出入口,301466.58,2774478.35,1.5,2
1099,大同區,大同250號,1號出入口,301413.34,2774425.14,2,0
1100,大同區,大同250號,2號出入口,301419.47,2774413.73,1.5,1
1101,大同區,大同250號,3號出入口,301441.47,2774428.61,1.5,1
1102,大同區,大同250號,4號出入口,301453.75,2774436.86,1.5,1
1103,大同區,大同251號,1號出入口,301314.88,2774479.57,1.5,1
1104,大同區,太原廣場,1號出入口,301944.22,2771337.57,6.2,0
1105,大同區,太原廣場,2號出入口,301964.13,2771332.67,4.3,0
1106,大同區,六藝廣場,1號出入口,302043.67,2773979.69,1.5,1
1107,大同區,六藝廣場,2號出入口,302065.31,2773981.92,1.5,1
1108,大同區,大同23號廣場(永樂廣場),1號出入口,301480.66,2771909.6,2,0
1109,大同區,大同23號廣場(永樂廣場),2號出入口,301467.82,2772012.63,2,0
1110,內湖區,紫陽綠地,2號出入口,309039.95,2774525.27,1,1
1111,內湖區,紫陽綠地,3號出入口,309148.31,2774433.98,1,1
1112,內湖區,文德1號綠地,1號出入口,308577.76,2774612.22,1.5,1
1113,內湖區,文德1號綠地,2號出入口,308600.62,2774613.13,1.5,0
1114,內湖區,文德1號綠地,3號出入口,308642.96,2774612.77,1,0
1115,內湖區,文德1號綠地,4號出入口,308728.68,2774656.87,1.5,0
1116,內湖區,文德1號綠地,5號出入口,308806.41,2774704.7,1,0
1117,內湖區,湖興綠地,1號出入口,309444.6,2773327.24,2,1
1118,內湖區,湖興綠地,2號出入口,309456.83,2773346.53,1,1
1119,內湖區,週美綠地,1號出入口,308455.61,2772066.88,1.5,0
1120,內湖區,週美綠地,2號出入口,308610.83,2772158.79,1.5,0
1121,內湖區,週美綠地,3號出入口,308666.1,2772205.58,1.5,0
1122,內湖區,週美綠地,4號出入口,308670.75,2772194.84,1.5,0
1123,內湖區,安興綠地,1號出入口,308634.67,2772244.63,1.5,0
1124,內湖區,安興綠地,2號出入口,308541.84,2772182.33,1.5,0
1125,內湖區,安興綠地,3號出入口,308400.86,2772113.63,1.5,0
1126,內湖區,安興綠地,4號出入口,308195.09,2771992.63,1.5,0
1127,內湖區,110號綠地,1號出入口,308587.62,2773890.03,1,1
1128,內湖區,110號綠地,2號出入口,308545.29,2773852.98,1,1
1129,內湖區,110號綠地,3號出入口,308523.9,2773794.89,1,1
1130,內湖區,110號綠地,4號出入口,308551.97,2773715.76,1,1
1131,內湖區,康樂綠地,1號出入口,312569.9,2774279.53,2.6,1
1132,內湖區,康樂綠地,2號出入口,312575.9,2774268.79,1.5,1
1133,內湖區,灣仔廣場,1號出入口,309512.54,2773461.59,2,0
1134,內湖區,灣仔廣場,2號出入口,309535.26,2773464.25,1.5,0
1135,內湖區,灣仔廣場,3號出入口,309516.62,2773457.17,2,0
